학교명,설립구분,지역,학부 정원내 재학생수,학부 정원내외 재학생수,학부 및 대학원 재학생수,학부 및 대학원 재학생수,학부 및 대학원 재학생수,등록금(원),운영수입(세입총액)(원),[1.3] 세입 중 등록금 비율,기부금(원),운영수입(세입총액)(원),[1.3] 세입 중 기부금 비율,법인전입금(원),운영수입(원),[1.3] 세입 중 법인전입금 비율(사립대),법정부담금 부담액(원),법정부담금 기준액(원),[1.3] 법정부담금 부담률(사립대),법인전입금(원),법인 일반회계 재정규모(원),[1.3] 법인 재정규모 대비 법인전입금 비율(사립대),총교육비(원),등록금(원),[1.3] 교육비 환원율,[1.5] 학생 충원 성과,(취업자+창업자+진학자) 수(명),취·창업 및 진학대상자 수(명),[1.5] 졸업생 진로 성과,전임교원 확보율(%),겸임교원 확보율(%),[3.1] 전임교원 및 겸임교원 확보율,강사료 계(원),강의시간수 계(시간),[3.3] 강사 강의료,교내연구비(천원),전임교원수(명),[3.4] 전임교원 1인당 교내연구비,등재(후보)지 논문 건수(건),전임교원수(명),[3.4] 전임교원 1인당 등재(후보)지 논문 실적,SCI급 논문 건수(건),전임교원수(명),[3.4] 전임교원 1인당 SCI급 논문 실적,저역서수(건),전임교원수(명),[3.4] 전임교원 1인당 저역서 실적,교외연구비(천원),전임교원수(명),[3.4] 전임교원 1인당 교외연구비,[3.4] 연구성과 기준값 대비 실적,학부 및 대학원 재학생수,직원수(명),[3.5] 직원 1인당 학생수,장학금(원),등록금(원),[4.1] 장학금 비율,수용가능인원(명),재학생수(명),[4.5] 기숙사 수용률 I,내국인 입사 인원(명),내국인 재학생수(명),[4.5] 기숙사 수용률 II,자료구입비(원),학생수(명),[4.6] 재학생 1인당 연간 자료구입비(결산),도서관직원수(명),학부 및 대학원 재학생수,"[4.6] 재학생 1,000명당 도서관 직원수"
한남대학교,사립,대전,10427,11608,12600,12600,12600,80962197321,1.48132E+11,54.65555,1378982900,1.48132E+11,0.93091,667316000,1.48132E+11,0.45048,417316000,4669975299,8.93615,667316000,4093425808,16.30213,1.40509E+11,80962197321,173.5483,106.17396,1460,2264,64.48763,66.2,4,70.2,469902000,8535,55055.88752,583300,385,1515.06493,234.8742,385,0.61006,60.5538,385,0.15728,29.197,385,0.07583,22980030,385,59688.38961,12.12146,12600,257,49.02723,12827321263,73206690321,17.52206,1544,12058,12.80477,970,11141,8.70657,1112684190,12457,89322.00288,13.6,12600,1.07936
한동대학교,사립,경북,3368,3876,4247,4247,4247,31354770687,87612548999,35.78799,8375135126,87612548999,9.55928,2860000000,87612548999,3.26437,2528999380,2528999380,100.0,2860000000,8996468657,31.79025,86526100891,31354770687,275.95832,132.92181,516,780,66.15384,74.4,0.4,74.8,300640000,4360,68954.12844,172000,146,1178.08219,53.132,146,0.36391,28.8684,146,0.19772,4.2667,146,0.02922,7195844,146,49286.60273,10.41006,4247,184,23.08152,5239882870,25199853135,20.7933,3374,4163,81.04732,2905,3983,72.93497,305440728,4323,70654.80638,5,4247,1.1773
한라대학교,사립,강원,2761,3128,3157,3157,3157,19358217198,39182390640,49.4054,500513955,39182390640,1.27739,1893263000,39182390640,4.83192,1311883000,1305121430,100.51807,1893263000,4267368460,44.36605,38713659204,19358217198,199.98566,88.11267,450,702,64.10256,67.7,4,71.7,294679500,5115,57610.85043,111300,109,1021.10091,82.0001,109,0.75229,14.544,109,0.13343,11.2054,109,0.1028,1913844,109,17558.20183,8.28722,3157,122,25.87704,3851773127,19113877398,20.1517,622,3085,20.16207,552,2902,19.02136,195543504,3293,59381.56817,4.6,3157,1.45707
한림대학교,사립,강원,7019,7575,8203,8203,8203,55148671390,1.88748E+11,29.21811,1414582935,1.88748E+11,0.74945,58865731510,1.88748E+11,31.18743,9368811400,9368811400,100.0,58865731510,2.91104E+11,20.22151,2.33693E+11,55148671390,423.75022,102.80944,1016,1544,65.8031,81.5,2.9,84.4,451875000,8415,53698.75222,2042744,705,2897.50921,142.5579,705,0.2022,275.7371,705,0.39111,22.3787,705,0.03174,51557755,705,73131.56737,16.24227,8203,302,27.16225,8839224117,48190339720,18.34231,2627,7943,33.07314,2423,7767,31.19608,1116870191,7884,141662.88571,8.8,8203,1.07277
한서대학교,사립,충남,5582,6117,6580,6580,6580,49233011962,96229750117,51.16194,765107000,96229750117,0.79508,50000000,96229750117,0.05195,50000000,3043215495,1.64299,50000000,237237827,21.07589,99275284561,49233011962,201.64373,99.12493,964,1355,71.14391,70.4,4,74.4,444476100,7991.7,55617.21536,345295,229,1507.83842,106.1529,229,0.46354,37.0202,229,0.16166,18.4999,229,0.08078,11801836,229,51536.40174,11.05769,6580,202,32.57425,8629979684,44989926962,19.18202,1904,6477,29.39632,1811,6192,29.24741,376903481,6619,56942.66218,6.5,6580,0.98784
한성대학교,사립,서울,5921,7011,8203,8203,8203,59751615520,99639001549,59.96809,784809936,99639001549,0.78765,460000000,99639001549,0.46166,460000000,3960214629,11.61553,460000000,775256142,59.33522,92315085181,59751615520,154.49805,118.5893,901,1395,64.58781,73,4,77,703971000,12916.5,54501.68389,1330900,282,4719.50354,126.1099,282,0.44719,19.4698,282,0.06904,14.3452,282,0.05086,6695485,282,23742.8546,5.88065,8203,290,28.2862,8804063585,51136872557,17.21666,715,6828,10.47158,477,6132,7.77886,457430741,8029,56972.31797,13,8203,1.58478
한세대학교,사립,경기,2340,2509,3119,3119,3119,23009853500,38567917881,59.6606,3369547000,38567917881,8.73665,1592730530,38567917881,4.12967,1570154530,1570154530,100.0,1592730530,2888159172,55.1469,36108978872,23009853500,156.92833,110.82155,345,478,72.17573,62.8,4,66.8,470160000,8670,54228.3737,63700,100,637,102.7286,100,1.02728,1.5429,100,0.01542,8.8777,100,0.08877,504021,100,5040.21,6.93482,3119,88,35.44318,3411081524,17793597500,19.17027,346,2845,12.16168,195,2682,7.27069,188994934,3121,60555.89041,3.8,3119,1.21833
한신대학교,사립,경기,4737,5172,5531,5531,5531,37242170399,65232017573,57.09185,1408566890,65232017573,2.15931,879051700,65232017573,1.34757,711686000,2784332890,25.56037,879051700,1245310818,70.58893,58959248543,37242170399,158.31313,109.62272,610,1004,60.75697,71.1,4,75.09999,424032000,7572,56000.0,178250,175,1018.57142,122.0024,175,0.69715,13.2334,175,0.07561,11.2429,175,0.06424,4578006,175,26160.03428,16.14264,5531,159,34.78616,5260765183,33760557433,15.58257,776,5446,14.24899,653,5266,12.4003,354607874,5645,62818.04676,7.8,5531,1.41023
한양대학교,사립,서울,11774,16432,24809,24809,24809,2.56577E+11,4.34174E+11,59.09547,14312386705,4.34174E+11,3.29646,12765354000,4.34174E+11,2.94014,10173291000,15416665455,65.98891,12765354000,35487250774,35.97166,6.57129E+11,2.56577E+11,256.11334,138.67836,2222,2968,74.86522,67.1,4,71.09999,972042420,17923.5,54232.84626,15178011,1141,13302.37598,388.3842,1141,0.34038,882.7464,1141,0.77366,89.7453,1141,0.07865,282392234,1141,247495.38475,42.5062,24809,790,31.40379,27792189990,1.33041E+11,20.88987,3457,22092,15.64819,2405,18359,13.09984,7366766752,24097,305713.02452,26.9,24809,1.08428
한양대학교(ERICA),사립,경기,7681,10890,12900,12900,12900,1.22071E+11,1.99007E+11,61.33996,1712390480,1.99007E+11,0.86046,4106318000,1.99007E+11,2.0634,4106318000,6166936356,66.58602,4106318000,35487250774,11.57124,2.87072E+11,1.22071E+11,235.16845,139.3474,1512,2086,72.48322,65.7,4,69.7,838838000,15570,53875.27296,7566941,415,18233.59277,183.2188,415,0.44149,260.3625,415,0.62737,13.3083,415,0.03206,109140685,415,262989.6024,40.64242,12900,332,38.85542,18883421382,91085539147,20.73152,2743,12591,21.7854,1988,9690,20.51599,2903248319,12350,235080.83554,13,12900,1.00775
한일장신대학교,사립,전북,630,699,859,859,859,5628580932,10023470462,56.15401,637698825,10023470462,6.36205,54000000,10023470462,0.53873,54000000,430034032,12.55714,54000000,168228720,32.09915,8923811430,5628580932,158.5446,79.79452,106,153,69.28104,60.6,4,64.59999,80874000,1491,54241.44869,14425,37,389.86486,8,37,0.21621,0,37,0,3.554,37,0.09605,5450,37,147.29729,2.23339,859,23,37.34782,1147761823,4495949382,25.52879,223,810,27.53086,107,747,14.32396,31301531,905,34587.32707,1,859,1.16414
협성대학교,사립,경기,3530,3773,3978,3978,3978,28153720250,40280865619,69.89353,352089593,40280865619,0.87408,265000000,40280865619,0.65788,265000000,1732303480,15.29755,265000000,726970603,36.45264,45121582232,28153720250,160.26863,93.9492,522,862,60.55684,63.6,3.7,67.3,150915000,2787,54149.62325,119663,128,934.86718,61.9833,128,0.48424,3.3167,128,0.02591,11.3207,128,0.08844,1213508,128,9480.53125,7.59787,3978,75,53.04,4055587317,26788891830,15.13906,484,3864,12.52587,228,3859,5.90826,232200000,4053,57290.89563,5,3978,1.25691
호남대학교,사립,광주,5278,6223,7258,7258,7258,48518344290,94442062111,51.37366,636087200,94442062111,0.67352,252341000,94442062111,0.26719,252341000,2177821678,11.58685,252341000,1774086369,14.22371,74986005325,48518344290,154.55186,102.55438,958,1476,64.90514,67.5,0.7,68.2,271456000,4755.5,57082.53601,342000,243,1407.4074,174.9014,243,0.71975,20.3491,243,0.08374,15.5151,243,0.06384,5444111,243,22403.74897,7.03578,7258,121,59.98347,7188961530,40771241970,17.63243,1856,6799,27.29813,811,5536,14.64956,472104267,7739,61003.26489,8,7258,1.10223
호남신학대학교,사립,광주,391,396,695,695,695,4034288932,7126785527,56.60741,293050330,7126785527,4.11195,351984866,7126785527,4.9389,350730266,350730266,100.0,351984866,1279418552,27.51131,5693009029,4034288932,141.11555,83.19327,77,108,71.29629,65.3,0,0,8761500,165,53100,6000,32,187.5,15.2,32,0.475,0.25,32,0.00781,4.4111,32,0.13784,0,32,0,3.65459,695,17,40.88235,520395468,2377765462,21.8859,249,620,40.16129,68,615,11.05691,61940257,686,90291.91982,1.8,695,2.58992
호서대학교,사립,충남,10882,11923,13918,13918,13918,1.05231E+11,1.74507E+11,60.30206,1415037750,1.74507E+11,0.81087,810000000,1.74507E+11,0.46416,810000000,5570938223,14.53974,810000000,1263007702,64.13262,1.79652E+11,1.05231E+11,170.7212,103.06881,1775,2722,65.2094,62.9,3.9,66.8,896028000,15972,56099.92486,776000,432,1796.29629,191.0934,432,0.44234,51.0697,432,0.11821,20.6554,432,0.04781,12556790,432,29066.64351,7.33173,13918,307,45.3355,16330912495,88468347267,18.45961,3313,13542,24.46462,2658,12584,21.12205,886508764,13660,64898.15256,16.75,13918,1.20347
호원대학교,사립,전북,3478,5013,5013,5013,5013,33268801360,64354504543,51.69615,530114560,64354504543,0.82374,532000000,64354504543,0.82667,532000000,2041612330,26.05783,532000000,721573068,73.7278,51449528078,33268801360,154.64797,117.20832,904,1205,75.02074,58.9,4,62.9,1583370000,29610,53474.16413,373252,141,2647.1773,66.4261,141,0.4711,5.3429,141,0.03789,66.4999,141,0.47163,571200,141,4051.06382,10.36949,5013,107,46.85046,6229528424,33240841360,18.74058,2037,5012,40.64245,657,4509,14.57085,284805952,5100,55844.30431,5.8,5013,1.15699
홍익대학교,사립,서울,14880,17886,21980,21980,21980,1.99295E+11,3.19996E+11,62.28039,2671526732,3.19996E+11,0.83486,2780000000,3.19996E+11,0.86876,2780000000,8345595880,33.31098,2780000000,3863534419,71.95483,2.69794E+11,1.99295E+11,135.37439,119.51089,2449,3641,67.26174,64.5,4,68.5,435504750,7440,58535.58467,5997260,725,8272.08275,391.9565,725,0.54062,239.3119,725,0.33008,45.3583,725,0.06256,35889086,725,49502.18758,14.1393,21980,490,44.85714,38121127911,1.45802E+11,26.14588,2520,19793,12.73177,2329,18083,12.8795,3566716363,21766,163866.41381,24.8,21980,1.12829
화성의과학대학교,사립,경기,495,533,533,533,533,3260380890,6241636319,52.23599,81286800,6241636319,1.30233,2732068129,6241636319,43.77166,377153884,352869260,106.88204,2732068129,4439164823,61.54464,5961455485,3260380890,182.84536,50.47348,46,80,57.49999,67.3,4,71.3,78339600,1389,56400.0,39899,31,1287.06451,9.0545,31,0.29208,4.441,31,0.14325,0,31,0,277908,31,8964.77419,4.59615,533,21,25.38095,440136412,3253555890,13.52785,330,533,61.91369,313,532,58.83458,59639976,450,132533.28,1,533,1.87617
