학교명,설립구분,지역,학부 정원내 재학생수,학부 정원내외 재학생수,학부 및 대학원 재학생수,학부 및 대학원 재학생수,학부 및 대학원 재학생수,등록금(원),운영수입(세입총액)(원),[1.3] 세입 중 등록금 비율,기부금(원),운영수입(세입총액)(원),[1.3] 세입 중 기부금 비율,법인전입금(원),운영수입(원),[1.3] 세입 중 법인전입금 비율(사립대),법정부담금 부담액(원),법정부담금 기준액(원),[1.3] 법정부담금 부담률(사립대),법인전입금(원),법인 일반회계 재정규모(원),[1.3] 법인 재정규모 대비 법인전입금 비율(사립대),총교육비(원),등록금(원),[1.3] 교육비 환원율,[1.5] 학생 충원 성과,(취업자+창업자+진학자) 수(명),취·창업 및 진학대상자 수(명),[1.5] 졸업생 진로 성과,전임교원 확보율(%),겸임교원 확보율(%),[3.1] 전임교원 및 겸임교원 확보율,강사료 계(원),강의시간수 계(시간),[3.3] 강사 강의료,교내연구비(천원),전임교원수(명),[3.4] 전임교원 1인당 교내연구비,등재(후보)지 논문 건수(건),전임교원수(명),[3.4] 전임교원 1인당 등재(후보)지 논문 실적,SCI급 논문 건수(건),전임교원수(명),[3.4] 전임교원 1인당 SCI급 논문 실적,저역서수(건),전임교원수(명),[3.4] 전임교원 1인당 저역서 실적,교외연구비(천원),전임교원수(명),[3.4] 전임교원 1인당 교외연구비,[3.4] 연구성과 기준값 대비 실적,학부 및 대학원 재학생수,직원수(명),[3.5] 직원 1인당 학생수,장학금(원),등록금(원),[4.1] 장학금 비율,수용가능인원(명),재학생수(명),[4.5] 기숙사 수용률 I,내국인 입사 인원(명),내국인 재학생수(명),[4.5] 기숙사 수용률 II,자료구입비(원),학생수(명),[4.6] 재학생 1인당 연간 자료구입비(결산),도서관직원수(명),학부 및 대학원 재학생수,"[4.6] 재학생 1,000명당 도서관 직원수"
부산가톨릭대학교,사립,부산,2706,3449,3758,3758,3758,24288152010,49767528297,48.80321,777046494,49767528297,1.56135,913000000,49767528297,1.83452,913000000,1257061870,72.62967,913000000,1804399135,50.59856,44514879366,24288152010,183.27816,121.61495,551,807,68.27757,66.1,4,70.09999,205755000,3651,56355.79293,184100,123,1496.74796,92.4328,123,0.75148,19.393,123,0.15766,8.8773,123,0.07217,1282178,123,10424.21138,7.54574,3758,149,25.22147,4309664484,22110440170,19.49153,518,3708,13.96979,453,3143,14.41298,268670040,3797,70758.50408,6.6,3758,1.75625
부산대학교,국립,부산,18091,19900,27422,27422,27422,1.08027E+11,4.82072E+11,22.40883,6310624645,4.82072E+11,1.30906,,,,,,,,,,6.94374E+11,1.08027E+11,642.7795,112.77982,2608,4021,64.85948,76.3,1.5,77.8,6203610000,62544,99187.93169,15500361,1442,10749.21012,795.7866,1442,0.55186,888.8106,1442,0.61637,64.921,1442,0.04502,191980402,1442,133134.81414,27.96806,27422,508,53.98031,18655800022,79299303950,23.5258,5114,25215,20.28157,4084,23982,17.02943,5652045210,26628,212259.4716,47.1,27422,1.71759
부산외국어대학교,사립,부산,5524,6471,7016,7016,7016,42416091223,84630311154,50.11926,658804860,84630311154,0.77845,1248000000,84630311154,1.47464,1248000000,2733907642,45.64894,1248000000,1399372554,89.18282,70158039049,42416091223,165.4043,106.60626,796,1371,58.05981,71,2.9,73.9,375024000,6936,54069.20415,376335,214,1758.57476,93,214,0.43457,1.1207,214,0.00523,1.1429,214,0.00534,2186016,214,10215.02803,6.43818,7016,199,35.25628,6945037756,36951340653,18.79509,1627,6820,23.8563,1079,5666,19.04341,387099741,7149,54147.39697,8,7016,1.14025
부산장신대학교,사립,부산,124,125,271,271,271,1832492650,3960608562,46.26795,819886858,3960608562,20.70103,130000000,3960608562,3.28232,130000000,188151890,69.09311,130000000,671350713,19.36394,3586216158,1832492650,195.70153,97.65625,19,33,57.57575,71.4,4,75.4,7290000,135,54000,28000,15,1866.66666,11,15,0.73333,0,15,0,7,15,0.46666,55750,15,3716.66666,11.73134,271,16,16.9375,162242978,677336800,23.95307,208,272,76.47058,51,269,18.9591,27009310,311,86846.65594,2,271,7.38007
삼육대학교,사립,서울,4648,5268,5921,5921,5921,46510213450,88019225430,52.84097,4922704876,88019225430,5.59276,1783338231,88019225430,2.02607,1766114440,3097089849,57.02496,1783338231,14629516484,12.19,81786206210,46510213450,175.84569,113.82886,816,1222,66.77577,64.8,4,68.8,690585000,12810,53909.83606,256000,190,1347.36842,133.9227,190,0.70485,71.7092,190,0.37741,9.954,190,0.05238,6379701,190,33577.37368,13.7931,5921,259,22.861,6750455082,38436077780,17.5628,1229,5835,21.06255,919,5447,16.87167,597096712,5922,100826.86795,6.4,5921,1.08089
상명대학교,사립,서울,10465,11784,12871,12871,12871,1.00562E+11,1.55506E+11,64.6673,1134935120,1.55506E+11,0.72983,900000000,1.55506E+11,0.57875,900000000,6378584472,14.10971,900000000,1210855599,74.3276,1.65158E+11,1.00562E+11,164.23564,109.6594,1564,2435,64.22997,69,1.8,70.8,553133703,10411.5,53127.18657,1246500,432,2885.41666,287.3652,432,0.66519,130.7964,432,0.30276,38.2568,432,0.08855,35888310,432,83074.79166,17.73938,12871,341,37.74486,15479660199,87564283917,17.67805,1705,12529,13.60842,1255,12103,10.36932,926679189,12679,73087.71898,15.6,12871,1.21202
상지대학교,사립,강원,5344,5722,6124,6124,6124,45868789708,76675317344,59.8221,1516694015,76675317344,1.97807,8371718924,76675317344,10.9184,2618790724,3087183110,84.82783,8371718924,13726777424,60.98823,76510696354,45868789708,166.80339,80.84204,898,1368,65.64327,66.6,0.6,67.19999,634482000,11598,54706.15623,250400,244,1026.2295,147.0368,244,0.6026,31.2584,244,0.1281,17.272,244,0.07078,5000119,244,20492.29098,7.51291,6124,193,31.73056,6873908038,42226313488,16.27873,1764,5896,29.91858,1236,5801,21.30667,419906753,6294,66715.40403,7,6124,1.14304
서강대학교,사립,서울,6566,8429,12655,12655,12655,1.20613E+11,1.81852E+11,66.32483,8395751436,1.81852E+11,4.61679,654517383,1.81852E+11,0.35991,500000000,7220880416,6.92436,654517383,3329843389,19.6561,2.3799E+11,1.20613E+11,197.31641,132.11598,1157,1476,78.38753,65.7,3.8,69.5,720876000,11998.4,60081.0108,5459527,410,13315.91951,214.0102,410,0.52197,140.0808,410,0.34166,22.8556,410,0.05574,69649414,410,169876.61951,26.24132,12655,327,38.7003,12863544272,62017492335,20.7418,1264,11217,11.26861,899,9585,9.37923,3246470488,12178,266584.86516,26,12655,2.05452
서경대학교,사립,서울,5067,6864,7594,7594,7594,54850747070,92805695051,59.10278,382395600,92805695051,0.41203,1032112000,92805695051,1.11212,1032112000,2887684200,35.74185,1032112000,1072175846,96.26331,84853937599,54850747070,154.69969,132.10161,960,1400,68.57142,70,4,74,499615500,9180,54424.3464,354643,250,1418.572,132.2319,250,0.52892,20.6444,250,0.08257,28.8652,250,0.11546,19442169,250,77768.676,12.86398,7594,211,35.99052,8849405401,48228020350,18.34909,814,6686,12.17469,402,5671,7.08869,399999748,7299,54801.99314,9.6,7594,1.26415
서울과학기술대학교,국립,서울,8849,10444,12319,12319,12319,55356072738,1.99783E+11,27.70815,2372660782,1.99783E+11,1.18762,,,,,,,,,,2.30725E+11,55356072738,416.80182,119.16932,1480,2165,68.36027,67.6,2.1,69.69999,2778165000,27675,100385.36585,5020492,430,11675.56279,155.671,430,0.36202,330.2382,430,0.76799,25.1444,430,0.05847,55589824,430,129278.66046,30.29673,12319,479,25.71816,11723699711,49759071080,23.56092,2581,11355,22.73007,1831,10551,17.3538,2480888400,11845,209446.04474,11,12319,0.89292
서울기독대학교,사립,서울,440,1279,1447,1447,1447,6185484117,8416929763,73.4886,980678559,8416929763,11.65126,56000000,8416929763,0.66532,56000000,290586340,19.27138,56000000,1832820645,3.05539,6461961567,6185484117,104.46977,238.17504,50,71,70.42253,55.2,4,59.2,149977650,2643,56745.23269,56000,37,1513.51351,15.65,37,0.42297,0.1429,37,0.00386,0.7111,37,0.01921,174500,37,4716.21621,3.88691,1447,21,68.90476,1206445818,4859147117,24.82834,89,1404,6.33903,14,494,2.834,72518834,818,88653.83129,2,1447,1.38217
서울대학교,국립대법인,서울,15524,17279,30323,30323,30323,1.9741E+11,1.26116E+12,15.65297,65361736123,1.26116E+12,5.18265,,,,,,,,,,1.81578E+12,1.9741E+11,919.80295,125.51939,2355,3070,76.71009,109.8,0.2,110.0,5376190500,60813,88405.2834,38478051,2369,16242.31785,654.039,2369,0.27608,1935.7675,2369,0.81712,168.3743,2369,0.07107,665268757,2369,280822.60742,46.39812,30323,3456,8.77401,30975625438,90239681400,34.32594,6713,29613,22.66909,5502,28477,19.32085,13556707791,29073,466298.89557,82.2,30323,2.71081
서울시립대학교,공립,서울,8036,8949,12008,12008,12008,35919318570,1.32781E+11,27.05163,1927731635,1.32781E+11,1.45181,,,,,,,,,,2.28469E+11,35919318570,636.06238,127.91595,1208,1762,68.55845,78.1,3.1,81.19999,1625840000,20473,79413.86215,6130156,458,13384.62008,242.8164,458,0.53016,199.8409,458,0.43633,36.6483,458,0.08001,56890429,458,124214.91048,23.99656,12008,685,17.52992,7475546066,18555022200,40.28853,1170,10498,11.14497,786,10000,7.86,3419974059,11746,291160.74059,20.8,12008,1.73217
서울신학대학교,사립,경기,1856,1967,2684,2684,2684,17522324550,36755846930,47.67221,2039530194,36755846930,5.54885,1217000000,36755846930,3.31103,1213000000,1292631290,93.83959,1217000000,1754461263,69.36602,31014911934,17522324550,177.00226,106.43939,263,361,72.85318,74.4,1.6,76.0,313884000,5850,53655.38461,101120,96,1053.33333,73.4305,96,0.7649,3.4109,96,0.03553,6.4361,96,0.06704,186693,96,1944.71875,4.27516,2684,85,31.57647,2199951727,12352959870,17.8091,380,2684,14.15797,207,2653,7.80248,142408111,2703,52685.20569,3.1,2684,1.15499
서울여자대학교,사립,서울,6551,7692,7995,7995,7995,53408318610,89431544148,59.71977,1398415204,89431544148,1.56367,340000000,89431544148,0.38017,250000000,3554146100,7.03403,340000000,576861233,58.93965,84603573225,53408318610,158.40898,117.20249,915,1391,65.78001,61.3,4,65.3,516648500,9475,54527.54617,502843,224,2244.83482,131.3347,224,0.58631,42.0808,224,0.18786,11.3251,224,0.05055,4676116,224,20875.51785,8.36259,7995,213,37.53521,8750366954,50726698610,17.25002,915,7920,11.55303,726,7211,10.06795,675166293,7461,90492.73462,8.8,7995,1.10068
서울장신대학교,사립,경기,281,331,623,623,623,3954301133,7899457592,50.05788,488652066,7899457592,6.18589,1551673000,7899457592,19.64277,446467640,446467640,100.0,1551673000,3346864969,46.36198,6640163657,3954301133,167.92255,87.56613,31,49,63.2653,72.9,4,76.9,2570900,47,54700,29900,27,1107.4074,17,27,0.62962,0,27,0,3.1666,27,0.11728,0,27,0,3.75363,623,25,24.92,515179325,1800609000,28.61139,217,412,52.6699,112,366,30.60109,71094861,562,126503.31138,2,623,3.21027
서울한영대학교,사립,서울,504,778,1022,1022,1022,6146771372,9210854955,66.73399,121224000,9210854955,1.31609,151300000,9210854955,1.64262,151300000,392954690,38.50316,151300000,259662539,58.26793,6896509253,6146771372,112.19726,108.05555,90,135,66.66666,60,4,64,7168500,135,53100,15000,27,555.55555,20.95,27,0.77592,2.2,27,0.08148,3.9833,27,0.14752,0,27,0,4.67575,1022,36,28.38888,462171122,3945224210,11.71469,108,855,12.63157,108,492,21.95121,50940840,915,55673.04918,2,1022,1.95694
서원대학교,사립,충북,6092,7648,7872,7872,7872,47919886404,85942137549,55.75831,601133935,85942137549,0.69946,430000000,85942137549,0.50033,430000000,2718918120,15.81511,430000000,895191151,48.03443,78364009981,47919886404,163.53129,117.87916,815,1319,61.78923,62.5,4,66.5,547235000,9953,54981.915,422967,224,1888.24553,276.7333,224,1.23541,28.4065,224,0.12681,22.314,224,0.09961,6997349,224,31238.16517,10.85014,7872,156,50.46153,9471268898,46421643671,20.4027,964,7579,12.71935,702,6603,10.63153,389999610,7146,54575.93198,10,7872,1.27032
선문대학교,사립,충남,7283,8435,9225,9225,9225,64817764350,1.20338E+11,53.86291,2026926945,1.20338E+11,1.68435,500000000,1.20338E+11,0.41549,500000000,3910525120,12.786,500000000,15731043589,3.17842,1.22389E+11,64817764350,188.82079,102.35408,1219,1750,69.65714,64.6,2,66.59999,996735000,17977.5,55443.471,495863,280,1770.93928,156.666,280,0.55952,47.4717,280,0.16954,18.3873,280,0.06566,6170979,280,22039.21071,8.28787,9225,234,39.42307,11964536278,59248345060,20.19387,2704,8814,30.67846,1850,7184,25.75167,710998707,9133,77849.41497,11.3,9225,1.22493
성결대학교,사립,경기,4899,5241,5637,5637,5637,37754593759,64739963994,58.31729,444720035,64739963994,0.68693,132405000,64739963994,0.20451,40000000,2180668784,1.83429,132405000,302072408,43.8322,56732742801,37754593759,150.26712,106.69788,682,1046,65.20076,66,4,70,491022000,9525,51550.86614,128345,167,768.53293,154.2083,167,0.9234,8,167,0.0479,4.35,167,0.02604,996893,167,5969.41916,6.05713,5637,127,44.38582,5835523394,33994187579,17.16623,593,5359,11.06549,111,5264,2.10866,344185638,5626,61177.68183,6.5,5637,1.15309
성공회대학교,사립,서울,1899,2234,2497,2497,2497,16987074370,26709171421,63.60015,1145470150,26709171421,4.28867,33003000,26709171421,0.12356,33003000,1298975220,2.54069,33003000,297073674,11.10936,24369704196,16987074370,143.46027,111.25498,237,407,58.23095,69.5,4,73.5,293760000,4800,61200.0,71600,80,895,29.4607,80,0.36825,8.5417,80,0.10677,9.3762,80,0.1172,853994,80,10674.92499,8.343,2497,82,30.45121,2410807409,14437868080,16.6978,444,2293,19.36327,260,2008,12.9482,204751269,2275,90000.5578,3,2497,1.20144
성균관대학교,사립,서울,14281,19613,28765,28765,28765,2.94418E+11,5.46693E+11,53.85432,22671022761,5.46693E+11,4.14693,20437000000,5.46693E+11,3.73829,14437000000,14429051320,100.05508,20437000000,24288620910,84.14228,8.75567E+11,2.94418E+11,297.38921,142.185,2814,3647,77.1593,73.1,4,77.09999,1031046300,14942.7,69000.0,35370039,1543,22922.90278,384.2797,1543,0.24904,1679.3039,1543,1.08833,49.1512,1543,0.03185,521195435,1543,337780.58003,56.78726,28765,535,53.76635,33316838556,1.52935E+11,21.78497,5218,26134,19.96632,4153,22378,18.5584,6183617152,28035,220567.76001,37.8,28765,1.31409
성신여자대학교,사립,서울,8310,9404,10215,10215,10215,81187655514,1.27563E+11,63.64497,618338364,1.27563E+11,0.48473,1353750000,1.27563E+11,1.06123,1340000000,4583499460,29.2353,1353750000,3314065166,40.84862,1.18586E+11,81187655514,146.06446,110.02691,1195,1855,64.42048,66.3,4,70.3,1395485400,25634.1,54438.63447,1299000,324,4009.25925,174.0891,324,0.53731,74.8039,324,0.23087,19.0274,324,0.05872,8184073,324,25259.48456,9.65742,10215,348,29.35344,13846628010,71389106845,19.39599,993,9761,10.17313,626,9434,6.63557,934017489,10077,92688.0509,11.8,10215,1.15516
세명대학교,사립,충북,5134,5515,5965,5965,5965,42016742210,81602336409,51.48963,865768880,81602336409,1.06096,1320000000,81602336409,1.6176,1320000000,3310118330,39.87772,1320000000,1587406620,83.15449,82468830469,42016742210,196.27611,84.50812,1087,1619,67.14021,67.7,4,71.7,646417500,11940,54138.81909,289500,231,1253.24675,121.587,231,0.52635,34.6387,231,0.14995,6.3945,231,0.02768,3336191,231,14442.38528,6.40848,5965,204,29.24019,7572467079,38609322180,19.61305,3320,5766,57.57891,2407,5562,43.2758,419647960,6464,64920.78589,8.2,5965,1.37468
세종대학교,사립,서울,10000,13171,17378,17378,17378,1.49667E+11,2.24582E+11,66.64247,1683940845,2.24582E+11,0.74981,900000000,2.24582E+11,0.40074,900000000,7442403295,12.09286,900000000,2370887612,37.96046,2.7112E+11,1.49667E+11,181.14911,133.43126,1683,2499,67.34693,68,3.5,71.5,975024000,18056,54000.0,5042303,590,8546.27627,150.2222,590,0.25461,529.1571,590,0.89687,15.3998,590,0.0261,83401522,590,141358.51186,33.23587,17378,421,41.2779,17442253645,97618059747,17.86785,1751,15333,11.41981,722,11693,6.17463,2436492685,16205,150354.37735,21.5,17378,1.23719
세한대학교,사립,전남,2663,3139,3655,3655,3655,24555610307,52117143850,47.11618,540617385,52117143850,1.03731,240000000,52117143850,0.4605,240000000,1172260760,20.47326,240000000,363242943,66.07148,35564920125,24555610307,144.83419,96.05263,458,656,69.81707,64.5,4,68.5,10755000,195,55153.84615,152000,111,1369.36936,82.6304,111,0.74441,7.8857,111,0.07104,9.554,111,0.08607,300810,111,2710,5.25329,3655,99,36.91919,4812531378,22334769307,21.54726,1349,3655,36.90834,548,3066,17.87345,258509770,4096,63112.73681,5.3,3655,1.45006
송원대학교,사립,광주,2291,2569,2736,2736,2736,17490050786,34644388986,50.48451,217587500,34644388986,0.62805,1199418750,34644388986,3.46208,850000000,1026320350,82.82014,1199418750,1322242924,90.71092,38874312816,17490050786,222.26529,96.21722,403,571,70.57793,69.1,3.3,72.39999,263700000,4395,60000.0,104940,92,1140.65217,96.8044,92,1.05222,5.5353,92,0.06016,11.9333,92,0.1297,241882,92,2629.15217,6.63441,2736,84,32.57142,3912350903,16643500786,23.50677,430,2581,16.6602,378,2282,16.56441,165494042,2990,55349.17792,3.8,2736,1.38888
수원가톨릭대학교,사립,경기,95,96,145,145,145,782015670,9197834239,8.50217,2353701793,9197834239,25.58973,3703571970,9197834239,40.26569,338746000,332643560,101.83452,3703571970,4404306140,84.08979,6648255345,782015670,850.14349,26.66666,4,4,100,42.8,0,0,37125000,675,55000.0,26496,9,2944,2,9,0.22222,0,9,0,1.8429,9,0.20476,8000,9,888.88888,4.49214,145,53,2.73584,651858200,542612500,120.13328,249,145,171.72413,116,139,83.45323,102080271,154,662858.90259,2.5,145,17.24137
수원대학교,사립,경기,7842,8368,9098,9098,9098,65575642477,1.03622E+11,63.28336,414489825,1.03622E+11,0.4,105000000,1.03622E+11,0.10132,100000000,3784948060,2.64204,105000000,6925301952,1.51617,1.10365E+11,65575642477,168.30149,98.21596,1251,1862,67.18582,63.1,4,67.09999,159300000,2700,59000.0,320000,310,1032.25806,62.9336,310,0.20301,34.8283,310,0.11234,7.5167,310,0.02424,4502444,310,14524.0129,4.68354,9098,156,58.32051,12577330668,58983417777,21.3235,1054,8617,12.23163,852,8567,9.94513,540710724,8933,60529.57841,13.5,9098,1.48384
숙명여자대학교,사립,서울,8536,10134,12519,12519,12519,1.06336E+11,1.7269E+11,61.57634,4078430065,1.7269E+11,2.3617,250000000,1.7269E+11,0.14476,250000000,6987485284,3.57782,250000000,463589571,53.92701,1.95027E+11,1.06336E+11,183.40578,117.02078,1464,2201,66.51522,71.5,4,75.5,1239982020,23294.2,53231.36317,1841602,419,4395.2315,245.18,419,0.58515,123.3312,419,0.29434,33.3136,419,0.0795,32196345,419,76840.91885,16.56801,12519,365,34.29863,15891805686,78930864300,20.13382,1279,10625,12.03764,773,10279,7.52018,2427345306,12611,192478.41614,14,12519,1.1183
순천향대학교,사립,충남,9629,11080,12250,12250,12250,91880360220,2.18251E+11,42.09857,1829712412,2.18251E+11,0.83835,15046006322,2.18251E+11,6.89391,13236006322,12540966519,105.54215,15046006322,2.02049E+11,7.44672,2.63001E+11,91880360220,286.24332,112.99204,1503,2297,65.43317,72.3,2.4,74.7,1177087500,20704.5,56851.77135,2215509,942,2351.92038,191.0143,942,0.20277,379.401,942,0.40276,17.7623,942,0.01885,54045790,942,57373.4501,14.68619,12250,407,30.09828,15513275900,79975422690,19.39755,4419,11406,38.74276,3569,10655,33.49601,1650096992,12310,134045.24711,15.8,12250,1.28979
숭실대학교,사립,서울,11045,14738,17776,17776,17776,1.44042E+11,2.17963E+11,66.08549,3725704169,2.17963E+11,1.70933,669200000,2.17963E+11,0.30702,600000000,6873001870,8.7298,669200000,1530140357,43.73455,2.30237E+11,1.44042E+11,159.84055,136.77958,1962,2760,71.08695,63.5,4,67.5,1478289000,26560.5,55657.42361,4966521,528,9406.28977,393.6837,528,0.74561,232.3328,528,0.44002,26.273,528,0.04975,36148460,528,68462.99242,18.60643,17776,355,50.07323,18681627988,1.0848E+11,17.22131,1736,15029,11.551,1121,12558,8.92658,1096963852,17480,62755.3691,20.6,17776,1.15886
신경주대학교,사립,경북,1101,1179,1307,1307,1307,8460928340,13942104764,60.68616,98444680,13942104764,0.70609,0,13942104764,0.0,0,560068736,0.0,0,-53868127,-0.0,14548752335,8460928340,171.95219,39.47104,93,143,65.03496,25.4,2.2,27.6,14337000,270,53100.0,0,47,0,6.5,47,0.13829,0.1429,47,0.00304,4.4096,47,0.09382,374515,47,7968.40425,2.81647,1307,35,37.34285,0,0,0,274,1471,18.62678,20,1349,1.48257,49000000,905,54143.6464,2.3,1307,1.75975
신라대학교,사립,부산,6016,6877,7763,7763,7763,45202695770,85011984799,53.17214,881747063,85011984799,1.0372,240000000,85011984799,0.28231,240000000,3088643700,7.7704,240000000,465732606,51.53171,77318705431,45202695770,171.04888,100.17479,969,1620,59.81481,75.5,4,79.5,264792600,4932,53688.68613,296332,272,1089.45588,152.9548,272,0.56233,27.7679,272,0.10208,20.4941,272,0.07534,3022921,272,11113.68014,6.01555,7763,282,27.52836,6525264578,38746518820,16.8409,884,7323,12.07155,511,6318,8.088,411749999,7625,53999.99986,10,7763,1.28816
신한대학교,사립,경기,5372,6479,7629,7629,7629,62069565592,92843685375,66.85383,585996889,92843685375,0.63116,200000,92843685375,2.1E-4,0,2811718350,0.0,200000,1299536665,0.01539,75945743439,62069565592,122.35584,115.28469,897,1334,67.24137,57.1,4,61.1,263629000,4666,56500.0,321010,217,1479.30875,152.3275,217,0.70197,13.0586,217,0.06017,7.2611,217,0.03346,4647944,217,21419.09677,5.90878,7629,261,29.22988,8563511553,53483864761,16.01139,972,6494,14.96766,340,4869,6.98295,428681385,6925,61903.44909,8.1,7629,1.06173
아신대학교,사립,경기,227,236,772,772,772,4991023000,9726465622,51.31383,2607979044,9726465622,26.81322,371234261,9726465622,3.81674,370000000,435813640,84.89867,371234261,617531100,60.11588,9079932687,4991023000,181.92528,56.19047,40,40,100,58,0.4,58.4,4264000,82,52000,45450,36,1262.5,14.25,36,0.39583,3.5,36,0.09722,6.85,36,0.19027,15750,36,437.5,4.52099,772,25,30.88,380728010,1658300000,22.95893,212,447,47.42729,55,392,14.03061,80054241,826,96917.96731,1,772,1.29533
아주대학교,사립,경기,8050,10194,14574,14574,14574,1.28896E+11,2.80625E+11,45.93171,4317747055,2.80625E+11,1.53861,11969923000,2.80625E+11,4.26544,10389347800,12651755549,82.11783,11969923000,1.52588E+11,7.84458,3.87478E+11,1.28896E+11,300.61244,128.25868,1598,2154,74.18755,70.9,4,74.9,697155200,10648,65472.87753,10707217,747,14333.62382,191.0532,747,0.25576,459.8874,747,0.61564,37.3373,747,0.04998,118613046,747,158785.87148,29.75529,14574,527,27.65464,13310501469,75730516000,17.57613,3279,11547,28.39698,2347,10076,23.29297,4049927942,13855,292308.04345,21.4,14574,1.46836
안양대학교,사립,경기,4351,4653,5189,5189,5189,37446477350,60514787091,61.87987,629478600,60514787091,1.0402,1100000000,60514787091,1.81773,1100000000,2218729680,49.57791,1100000000,1574480374,69.86431,56965824678,37446477350,152.12599,102.62461,638,992,64.31451,62.7,4,66.7,256765600,4585.1,55999.99999,314270,165,1904.66666,122.3235,165,0.74135,24.7624,165,0.15007,12.3944,165,0.07511,8347859,165,50593.08484,11.43092,5189,122,42.53278,5307781678,32435456050,16.36413,558,4826,11.56237,153,4641,3.2967,309000000,5135,60175.26777,7.1,5189,1.36827
연세대학교,사립,서울,15652,21005,33623,33623,33623,3.50457E+11,8.98725E+11,38.99486,66823020273,8.98725E+11,7.43531,54891740355,8.98725E+11,6.10773,31260690002,30184310681,103.56602,54891740355,2.29989E+11,23.86709,1.2703E+12,3.50457E+11,362.46977,146.31512,2889,3843,75.17564,76,2.4,78.4,3092107800,46664,66263.23932,30215659,1820,16602.01043,469.4439,1820,0.25793,1591.5591,1820,0.87448,102.9888,1820,0.05658,493161222,1820,270967.70439,46.26651,33623,1239,27.1372,40072435324,1.76013E+11,22.7667,10044,28672,35.03069,7034,25242,27.86625,10832708842,32532,332986.25482,59.15,33623,1.75921
연세대학교(미래),사립,강원,5687,6931,8095,8095,8095,66311630106,1.60788E+11,41.24178,2389436046,1.60788E+11,1.48608,6244139960,1.60788E+11,3.88347,6229150960,6229150960,100.0,6244139960,2.29989E+11,2.71497,1.96728E+11,66311630106,296.67151,122.69428,1054,1550,68.0,73.5,4,77.5,1039374600,16981,61208.09139,897124,410,2188.10731,144.4811,410,0.35239,180.934,410,0.4413,8.3999,410,0.02048,31072878,410,75787.50731,17.75309,8095,289,28.01038,9158908531,50925739600,17.98483,4243,7449,56.96066,3322,6524,50.91968,1876812079,7719,243141.86798,17.3,8095,2.13712
영남대학교,사립,경북,18392,20623,23194,23194,23194,1.68882E+11,3.32696E+11,50.76169,4716864317,3.32696E+11,1.41776,5676625948,3.32696E+11,1.70624,5676625948,11433518691,49.64898,5676625948,10392369061,54.62302,3.35963E+11,1.68882E+11,198.93316,110.81676,2438,4460,54.66367,68,4,72,807332275,9448.2,85448.26263,6803940,896,7593.68303,289.2093,896,0.32277,938.0952,896,1.04698,38.441,896,0.0429,61465666,896,68600.07366,29.4369,23194,603,38.46434,25100451882,1.4374E+11,17.46238,3068,21934,13.98741,2242,20348,11.01828,2982925761,22477,132710.13751,31.3,23194,1.34948
영남신학대학교,사립,경북,367,371,675,675,675,3814240201,10146035674,37.5934,4245791792,10146035674,41.8468,176000000,10146035674,1.73466,176000000,340169430,51.73892,176000000,258010626,68.21424,5724781434,3814240201,150.08969,80.65217,42,53,79.24528,64.8,0,0,174000,3,58000,59000,24,2458.33333,9.75,24,0.40625,0,24,0,8.0999,24,0.33749,0,24,0,6.78564,675,15,45,352935328,1884630200,18.72703,362,675,53.62962,75,639,11.73708,35502692,619,57354.91437,1,675,1.48148
영산대학교,사립,경남,4763,5696,5696,5696,5696,35157630790,69733291408,50.41728,281674000,69733291408,0.40393,1410000000,69733291408,2.02198,,,,1410000000,,,60378355672,35157630790,171.73613,106.22901,855,1283,66.64068,65.3,0,0,742005000,13491,55000.0,209000,189,1105.8201,109.0657,189,0.57706,17.7492,189,0.09391,3.75,189,0.01984,862255,189,4562.19576,4.31389,5696,148,38.48648,7005752732,32538309080,21.53078,1335,5809,22.98158,0,5809,0,319044881,5560,57382.17284,6,5696,1.05337
영산선학대학교,사립,전남,21,23,23,23,23,39000000,1438229828,2.71166,304275000,1438229828,21.15621,1086849850,1438229828,75.56857,36849850,36849850,100.0,1086849850,4186987448,25.9578,1190425968,39000000,3052.37427,11.5,13,13,100,137.5,0,0,0,0,0,20000,11,1818.18181,0,11,0,0,11,0,0,11,0,0,11,0,0.0,23,6,3.83333,67008000,39000000,171.81538,118,23,513.04347,21,21,100,3008500,18,167138.88888,1,23,43.47826
예수대학교,사립,전북,446,480,490,490,490,3251501000,8015725374,40.56402,119518789,8015725374,1.49105,170800000,8015725374,2.13081,170800000,259223050,65.8892,170800000,329663405,51.81042,5328198070,3251501000,163.86887,104.34782,89,122,72.95081,76.9,1.1,78.0,28875000,525,55000.0,21330,20,1066.5,7.8538,20,0.39269,2.3667,20,0.11833,10.7833,20,0.53916,11700,20,585,12.53325,490,22,22.27272,420513043,3170648000,13.26268,59,490,12.04081,51,490,10.40816,36210050,474,76392.51054,1,490,2.04081
